prediction_id,class
150732_201907,1
150735_201906,0
150735_201905,0
150736_201907,0
150741_201906,0
150742_201906,0
150742_201907,0
150744_201907,1
150745_201907,0
150746_201907,0
150747_201905,1
150749_201905,0
150750_201907,1
150751_201905,0
150752_201906,0
150752_201905,0
150753_201907,0
150753_201905,1
150755_201907,0
150755_201905,0
150757_201905,1
150758_201907,1
150758_201906,1
150759_201907,0
150761_201906,1
150765_201906,1
150766_201906,0
150767_201907,0
150768_201906,1
150768_201905,0
150769_201906,1
150770_201907,0
150770_201906,0
150772_201906,0
150774_201906,1
150775_201907,0
150776_201905,0
150777_201906,0
150779_201906,1
150780_201907,1
150783_201906,1
150788_201905,1
150789_201907,1
150789_201905,1
150790_201907,0
150790_201905,1
150791_201907,1
150792_201907,1
150793_201905,1
150794_201905,1
150795_201907,0
150797_201905,0
150800_201906,1
150802_201905,1
150806_201906,0
150807_201906,1
150808_201905,1
150808_201907,1
150810_201906,0
150810_201907,0
150811_201907,1
150811_201905,1
150815_201906,1
150816_201906,1
150817_201907,0
150818_201907,1
150819_201906,1
150820_201905,1
150823_201907,1
150823_201905,1
150826_201905,1
150828_201906,0
150828_201905,0
150831_201905,0
150835_201907,0
150836_201906,1
150838_201905,1
150840_201907,0
150840_201905,1
150841_201905,1
150845_201907,0
150846_201906,0
150848_201905,1
150848_201907,1
150849_201907,0
150849_201905,0
150850_201906,1
150851_201906,0
150852_201907,0
150852_201906,0
150854_201907,1
150855_201906,1
150856_201906,1
150859_201905,0
150859_201907,0
150861_201906,0
150862_201905,0
150865_201905,1
150866_201905,1
150868_201906,1
150870_201905,1
150873_201907,1
150876_201905,0
150877_201906,1
150878_201905,1
150881_201905,1
150883_201907,0
150884_201906,0
150886_201906,1
150890_201905,0
150892_201905,0
150893_201905,1
150894_201906,0
150894_201907,0
150895_201905,1
150897_201905,1
150898_201905,1
150901_201905,0
150903_201905,1
150904_201905,1
150905_201907,1
150907_201906,0
150907_201905,0
150908_201906,0
150911_201906,0
150911_201905,0
150912_201905,0
150914_201906,0
150917_201907,1
150920_201907,1
150922_201905,1
150922_201907,0
150923_201907,0
150923_201905,0
150924_201907,0
150925_201906,1
150926_201905,1
150926_201906,1
150926_201907,1
150927_201907,1
150932_201906,1
150935_201905,0
150936_201906,0
150938_201906,1
150939_201907,0
150940_201907,1
150941_201905,1
150944_201906,0
150944_201907,0
150948_201905,1
150949_201907,1
150949_201905,1
150950_201907,1
150951_201907,1
150953_201905,1
150955_201906,0
150956_201905,1
150956_201906,1
150957_201906,1
150957_201905,0
150957_201907,1
150960_201905,0
150961_201907,0
150962_201905,1
150963_201905,1
150966_201907,0
150967_201906,1
150967_201905,1
150969_201907,0
150972_201905,1
150974_201906,1
150975_201905,1
150975_201906,1
150976_201905,1
150976_201907,0
150978_201907,1
150978_201905,1
150979_201905,0
150981_201905,1
150981_201906,0
150982_201907,1
150984_201906,0
150985_201907,0
150987_201906,1
150989_201905,0
150989_201906,0
150990_201907,1
150993_201905,1
150993_201906,1
150995_201907,1
150997_201906,0
150998_201907,0
151002_201906,1
151002_201905,1
151005_201907,0
151005_201905,1
151006_201906,0
151007_201905,1
151007_201907,1
151007_201906,1
151009_201907,0
151009_201905,0
151010_201907,1
151011_201907,0
151015_201907,1
151017_201905,1
151017_201907,1
151019_201906,0
151020_201907,1
151021_201906,0
151022_201905,1
151022_201906,1
151024_201905,1
151025_201906,1
151026_201907,1
151027_201906,1
151028_201906,1
151034_201907,1
151035_201907,0
151039_201907,0
151039_201905,0
151041_201906,1
151043_201907,0
151045_201907,0
151045_201905,0
151047_201905,0
151050_201907,1
151051_201905,0
151055_201907,1
151056_201905,1
151060_201907,0
151062_201906,1
151064_201905,1
151066_201906,0
151068_201907,0
151070_201906,1
151071_201906,1
151075_201906,0
151075_201905,0
151076_201905,1
151079_201906,1
151080_201906,1
151082_201906,1
151083_201907,0
151084_201907,0
151085_201907,0
151086_201905,1
151088_201907,0
151089_201907,1
151091_201905,0
151093_201905,1
151093_201907,0
151095_201906,1
151097_201907,1
151098_201907,0
151099_201907,1
151101_201905,0
151102_201905,1
151103_201905,1
151103_201906,0
151106_201907,1
151110_201905,0
151111_201906,1
151114_201907,1
151116_201907,1
151117_201905,1
151121_201907,1
151121_201905,1
151122_201905,0
151124_201905,1
151125_201907,0
151125_201906,0
151127_201907,0
151128_201905,1
151129_201907,0
151130_201906,1
151130_201907,1
151131_201907,0
151133_201907,1
151134_201905,1
151135_201906,1
151137_201906,0
151138_201906,1
151142_201907,0
151143_201906,0
151143_201907,1
151146_201905,0
151146_201906,0
151148_201906,0
151148_201905,0
151151_201907,1
151152_201905,0
151153_201906,0
151156_201906,1
151156_201907,1
151156_201905,0
151157_201907,1
151158_201907,0
151159_201906,0
151160_201905,0
151161_201905,1
151162_201905,1
151162_201906,1
151162_201907,1
151164_201907,1
151164_201906,1
151165_201906,1
151169_201906,1
151170_201905,1
151172_201907,0
151173_201907,1
151174_201906,1
151174_201907,1
151175_201907,1
151176_201906,1
151177_201907,0
151178_201905,1
151181_201906,0
151182_201907,1
151183_201906,0
151184_201906,0
151184_201905,0
151185_201907,0
151189_201907,1
151189_201906,0
151194_201905,1
151196_201907,1
151198_201905,1
151199_201906,1
151204_201905,1
151205_201907,0
151208_201907,1
151209_201906,1
151210_201906,0
151211_201907,1
151212_201905,1
151215_201906,0
151215_201907,0
151215_201905,0
151216_201905,1
151216_201906,1
151217_201907,1
151220_201907,1
151222_201907,1
151223_201905,1
151223_201906,1
151226_201906,1
151228_201907,1
151228_201906,1
151232_201907,0
151232_201905,0
151233_201907,0
151236_201907,1
151237_201907,1
151242_201905,1
151245_201905,1
151246_201907,0
151249_201906,0
151249_201907,0
151250_201905,0
151255_201905,1
151257_201905,0
151260_201905,1
151263_201907,1
151264_201905,1
151265_201906,1
151265_201907,1
151266_201907,0
151267_201907,0
151267_201906,0
151268_201905,1
151268_201907,1
151268_201906,1
151269_201905,1
151270_201906,1
151271_201906,1
151271_201907,1
151272_201907,1
151272_201906,1
151273_201907,0
151274_201905,1
151274_201906,1
151275_201906,1
151277_201905,1
151278_201905,1
151279_201907,1
151280_201905,0
151281_201905,0
151282_201906,0
151285_201906,1
151286_201907,0
151287_201907,0
151290_201907,1
151291_201907,0
151293_201906,1
151295_201905,1
151295_201906,1
151296_201906,1
151297_201905,0
151298_201906,0
151298_201907,0
151299_201905,1
151304_201907,1
151309_201907,1
151310_201905,0
151310_201907,0
151311_201906,0
151312_201907,1
151312_201906,1
151313_201907,1
151313_201906,1
151314_201906,1
151317_201906,1
151319_201905,1
151321_201907,0
151321_201906,0
151322_201905,1
151323_201905,1
151323_201906,1
151324_201905,1
151325_201906,1
151327_201907,0
151329_201906,0
151333_201907,1
151334_201907,1
151335_201907,1
151336_201905,0
151337_201907,1
151337_201906,1
151339_201907,1
151340_201907,1
151340_201906,1
151341_201906,1
151342_201906,1
151342_201907,1
151343_201906,0
151343_201905,1
151345_201906,0
151345_201905,1
151347_201905,1
151349_201907,0
151350_201905,1
151352_201905,1
151354_201906,0
151354_201905,1
151355_201906,1
151355_201907,1
151362_201907,0
151363_201905,1
151366_201907,1
151367_201907,0
151368_201907,1
151368_201905,1
151370_201907,1
151371_201907,0
151372_201907,0
151373_201905,0
151373_201907,0
151373_201906,0
151374_201906,0
151374_201905,0
151374_201907,1
151375_201907,1
151376_201907,1
151378_201907,0
151378_201906,0
151379_201907,0
151379_201906,0
151379_201905,0
151383_201906,0
151385_201905,0
151386_201907,1
151386_201905,1
151387_201906,1
151387_201907,1
151388_201906,0
151389_201907,0
151392_201906,0
151394_201907,1
151395_201906,0
151395_201905,1
151396_201905,0
151398_201905,0
151401_201905,1
151403_201907,1
151404_201906,1
151404_201907,1
151406_201907,0
151408_201906,1
151410_201906,1
151410_201905,1
151411_201905,0
151411_201907,0
151412_201907,1
151413_201905,1
151414_201905,0
151414_201907,0
151418_201907,1
151422_201906,1
151423_201906,0
151423_201905,1
151424_201905,0
151426_201906,0
151428_201906,0
151429_201906,1
151431_201907,0
151433_201905,0
151434_201905,0
151435_201905,1
151443_201906,1
151445_201907,1
151445_201905,1
151449_201905,0
151449_201906,0
151455_201905,0
151457_201907,0
151458_201905,1
151460_201906,0
151465_201906,0
151465_201905,0
151466_201905,1
151471_201906,1
151472_201907,1
151476_201906,0
151478_201906,1
151480_201905,1
151482_201905,1
151483_201907,1
151484_201906,1
151484_201907,1
151486_201905,1
151488_201907,1
151488_201906,1
151489_201905,1
151492_201906,0
151494_201907,0
151496_201907,1
151498_201907,0
151498_201906,1
151499_201906,1
151503_201905,0
151504_201907,0
151505_201907,0
151506_201907,0
151509_201907,0
151510_201905,1
151511_201906,0
151511_201907,0
151511_201905,1
151513_201906,1
151515_201907,1
151516_201905,1
151518_201907,0
151519_201905,1
151519_201906,1
151520_201906,1
151520_201907,0
151520_201905,1
151524_201907,1
151524_201906,1
151528_201906,1
151529_201905,0
151529_201906,0
151530_201905,0
151531_201907,0
151532_201905,0
151533_201906,0
151534_201907,1
151536_201905,1
151538_201906,0
151538_201905,0
151540_201905,1
151540_201906,1
151540_201907,1
151543_201907,0
151543_201905,0
151545_201907,1
151547_201907,1
151549_201905,1
151549_201907,0
151549_201906,0
151550_201907,0
151553_201907,0
151554_201905,1
151554_201907,0
151555_201906,1
151556_201907,0
151557_201906,1
151558_201905,1
151559_201907,0
151560_201906,0
151561_201905,1
151562_201906,1
151563_201907,1
151564_201905,0
151564_201906,0
151565_201906,1
151565_201905,1
151566_201907,1
151566_201905,1
151567_201905,0
151567_201906,0
151570_201905,1
151571_201906,1
151571_201907,1
151572_201906,0
151572_201905,0
151573_201905,1
151574_201905,0
151575_201907,1
151576_201906,0
151579_201906,0
151582_201905,1
151582_201907,0
151584_201906,1
151586_201905,1
151587_201907,0
151589_201907,0
151590_201907,0
151591_201905,1
151591_201906,1
151592_201906,1
151595_201907,0
151596_201906,1
151597_201906,1
151598_201906,1
151600_201906,0
151601_201906,1
151602_201905,1
151602_201907,1
151603_201905,0
151604_201905,0
151605_201907,0
151605_201906,0
151606_201906,1
151607_201906,1
151609_201905,0
151609_201906,0
151609_201907,0
151611_201907,1
151612_201905,1
151614_201907,0
151615_201905,1
151617_201906,0
151617_201907,1
151618_201905,1
151620_201907,0
151623_201905,1
151624_201906,1
151627_201905,0
151627_201906,0
151629_201905,1
151631_201906,1
151632_201905,1
151634_201906,0
151635_201907,0
151637_201906,0
151640_201905,1
151641_201907,0
151641_201906,0
151641_201905,0
151642_201907,1
151642_201905,1
151643_201906,1
151644_201905,1
151645_201906,0
151645_201905,0
151647_201907,0
151647_201906,0
151648_201905,1
151650_201905,1
151650_201906,1
151651_201907,1
151653_201905,1
151656_201906,1
151657_201905,1
151658_201907,1
151658_201905,1
151659_201907,0
151660_201905,1
151661_201907,0
151661_201906,0
151661_201905,0
151662_201905,1
151663_201907,1
151665_201905,0
151668_201905,0
151669_201905,0
151671_201906,0
151673_201905,1
151674_201905,1
151676_201907,0
151676_201905,0
151677_201907,1
151678_201905,1
151682_201905,1
151684_201905,0
151686_201907,0
151687_201905,1
151688_201906,1
151689_201905,0
151693_201905,1
151694_201906,1
151694_201907,1
151698_201907,1
151700_201906,0
151700_201907,0
151701_201906,0
151701_201907,0
151704_201907,0
151704_201905,0
151705_201906,1
151709_201905,1
151710_201907,1
151711_201907,1
151712_201906,1
151713_201907,1
151715_201906,0
151716_201906,1
151716_201907,1
151716_201905,1
151718_201906,0
151719_201905,0
151719_201907,0
151720_201907,1
151722_201906,0
151723_201907,1
151725_201907,0
151729_201907,0
151731_201907,1
151734_201907,1
151735_201905,0
151735_201907,0
151739_201907,1
151741_201906,1
151742_201906,0
151745_201905,1
151747_201907,1
151748_201905,0
151748_201906,0
151752_201906,0
151754_201906,1
151754_201907,1
151756_201907,1
151757_201907,0
151757_201906,1
151758_201907,1
151759_201905,1
151760_201907,1
151761_201907,0
151761_201905,0
151762_201905,1
151763_201906,1
151765_201907,1
151766_201907,1
151768_201905,1
151768_201907,1
151768_201906,1
151769_201906,1
151772_201905,1
151773_201905,1
151774_201906,1
151776_201905,1
151778_201907,1
151778_201906,1
151781_201907,1
151783_201905,0
151784_201905,0
151784_201906,0
151785_201907,0
151787_201906,1
151790_201905,1
151792_201907,1
151793_201906,0
151794_201907,0
151795_201907,1
151795_201906,1
151796_201907,1
151797_201905,1
151798_201906,1
151800_201906,1
151800_201905,1
151801_201906,1
151802_201905,1
151803_201905,0
151806_201906,1
151807_201905,0
151809_201907,1
151810_201905,1
151811_201906,1
151813_201905,1
151813_201907,0
151815_201905,0
151818_201905,0
151818_201907,0
151819_201907,1
151821_201905,1
151821_201906,1
151824_201906,1
151825_201907,1
151826_201906,1
151830_201905,0
151831_201907,1
151831_201905,0
151833_201905,1
151834_201905,1
151835_201905,1
151836_201907,0
151837_201906,1
151843_201905,1
151847_201905,0
151847_201906,0
151848_201905,1
151849_201907,0
151854_201906,0
151857_201906,1
151858_201905,1
151859_201905,0
151860_201907,1
151867_201906,1
151868_201905,1
151869_201907,1
151869_201905,1
151870_201906,0
151870_201905,0
151873_201905,1
151874_201905,1
151876_201907,1
151876_201906,1
151878_201906,1
151880_201907,1
151881_201906,0
151884_201905,0
151884_201906,0
151885_201907,0
151889_201905,1
151889_201907,1
151893_201907,1
151893_201906,1
151893_201905,1
151894_201905,0
151895_201907,0
151895_201906,0
151898_201907,0
151898_201906,1
151901_201905,1
151905_201905,0
151906_201907,0
151906_201906,0
151909_201907,0
151909_201906,0
151910_201907,0
151913_201906,1
151915_201906,1
151916_201906,0
151921_201905,1
151922_201905,0
151922_201907,0
151924_201905,0
151925_201906,0
151926_201907,0
151927_201907,1
151930_201907,0
151931_201905,1
151931_201907,1
151932_201905,1
151932_201906,1
151934_201907,1
151935_201907,0
151935_201905,1
151937_201907,1
151939_201905,1
151947_201907,1
151948_201906,1
151952_201905,0
151953_201907,0
151954_201907,0
151961_201905,0
151962_201907,0
151962_201906,0
151963_201905,1
151964_201907,0
151965_201905,1
151966_201907,1
151966_201906,1
151969_201905,1
151975_201905,1
151977_201907,1
151980_201905,1
151981_201905,1
151982_201907,0
151984_201907,1
151984_201906,1
151985_201907,1
151986_201907,0
151987_201906,0
151991_201906,1
151991_201907,1
151992_201907,1
151993_201906,1
151994_201905,0
151995_201905,1
151999_201907,1
152001_201907,0
152003_201907,1
152004_201905,1
152005_201907,0
152008_201907,0
152009_201905,1
152012_201906,1
152012_201907,0
152014_201906,1
152015_201906,0
152016_201906,1
152016_201905,1
152017_201905,1
152019_201907,1
152021_201907,0
152022_201907,1
152022_201906,1
152028_201906,1
152029_201906,1
152031_201906,1
152031_201905,1
152032_201906,1
152034_201907,0
152035_201907,1
152035_201905,0
152037_201906,1
152038_201906,0
152040_201906,1
152041_201907,0
152043_201905,1
152046_201907,1
152050_201905,1
152053_201905,1
152055_201906,1
152056_201905,0
152056_201907,0
152057_201906,1
152058_201907,1
152058_201906,1
152059_201905,1
152059_201907,0
152060_201905,1
152061_201907,0
152062_201906,1
152063_201906,0
152067_201905,1
152067_201906,1
152067_201907,1
152068_201905,1
152071_201905,0
152071_201906,0
152072_201907,0
152074_201905,1
152075_201907,1
152076_201907,1
152078_201907,1
152078_201906,1
152080_201905,1
152080_201906,1
152082_201907,0
152082_201906,0
152085_201907,1
152089_201907,1
152091_201905,0
152091_201906,0
152094_201906,0
152095_201905,1
152096_201906,1
152098_201905,0
152098_201906,0
152100_201905,1
152100_201906,1
152101_201905,1
152101_201907,1
152102_201906,1
152103_201906,1
152105_201906,1
152108_201907,1
152109_201905,1
152110_201907,1
152111_201907,1
152114_201907,0
152115_201905,1
152116_201905,0
152116_201907,0
152117_201905,0
152117_201907,0
152119_201906,1
152121_201906,0
152123_201905,0
152123_201907,0
152129_201907,1
152130_201906,1
152130_201905,1
152131_201906,1
152132_201906,1
152133_201905,0
152133_201906,0
152135_201906,1
152137_201906,1
152138_201907,0
152139_201905,0
152141_201905,1
152144_201906,1
152146_201907,0
152147_201907,0
152148_201906,0
152151_201905,1
152152_201906,0
152155_201906,0
152158_201906,1
152161_201907,0
152163_201907,1
152164_201905,1
152164_201907,1
152166_201905,1
152167_201907,1
152168_201905,0
152172_201906,1
152173_201907,1
152174_201907,1
152176_201905,0
152177_201907,0
152177_201906,0
152178_201907,1
152178_201906,1
152178_201905,1
152179_201906,0
152181_201905,1
152183_201905,1
152187_201907,1
152188_201905,1
152188_201907,1
152189_201907,1
152189_201905,1
152191_201905,0
152192_201906,1
152193_201907,0
152195_201905,1
152197_201905,0
152198_201905,0
152199_201906,1
152200_201905,0
152200_201906,0
152202_201905,1
152203_201906,1
152203_201905,1
152204_201907,0
152207_201906,0
152207_201905,0
152209_201905,1
152209_201907,1
152210_201906,1
152213_201906,1
152214_201907,0
152215_201906,1
152216_201905,1
152217_201906,0
152218_201907,1
152220_201906,0
152223_201905,0
152224_201906,1
152226_201906,0
152226_201907,1
152227_201905,1
152227_201907,1
152227_201906,1
152228_201906,0
152229_201907,1
152229_201905,1
152230_201905,1
152232_201907,1
152233_201906,0
152235_201906,1
152238_201907,1
152238_201906,1
152241_201906,0
152246_201906,0
152246_201905,0
152247_201905,1
152248_201906,1
152249_201907,1
152250_201907,1
152252_201905,1
152253_201905,1
152254_201907,1
152254_201905,1
152254_201906,1
152256_201907,1
152256_201905,1
152257_201905,1
152258_201907,1
152258_201905,1
152259_201905,1
152266_201907,0
152267_201906,1
152267_201905,1
152268_201907,0
152268_201906,0
152270_201907,0
152273_201907,1
152275_201905,0
152278_201907,1
152279_201907,1
152279_201906,1
152280_201905,1
152282_201907,0
152282_201905,0
152283_201905,1
152284_201905,1
152285_201905,1
152285_201906,1
152286_201907,0
152286_201905,1
152287_201907,1
152288_201907,0
152289_201905,0
152290_201907,1
152293_201905,0
152293_201907,1
152294_201905,1
152295_201907,1
152296_201907,1
152296_201905,1
152298_201905,1
152298_201906,1
152300_201905,1
152303_201905,1
152305_201907,0
152305_201906,1
152305_201905,1
152307_201906,0
152308_201906,0
152314_201906,0
152315_201907,1
152317_201907,1
152317_201906,1
152325_201905,1
152326_201906,1
152327_201906,0
152328_201907,0
152331_201907,0
152331_201905,0
152332_201906,1
152333_201905,1
152334_201905,1
152334_201907,1
152335_201907,0
152337_201905,1
152337_201907,1
152337_201906,1
152338_201907,1
152339_201907,0
152340_201905,0
152341_201907,1
152342_201905,0
152350_201906,1
152351_201907,0
152356_201906,0
152357_201905,1
152359_201907,1
152360_201907,0
152365_201905,1
152367_201905,1
152369_201905,1
152370_201906,1
152374_201906,1
152375_201906,1
152376_201907,1
152379_201906,1
152380_201906,1
152382_201905,0
152384_201907,1
152387_201905,0
152388_201905,1
152388_201907,1
152388_201906,1
152390_201906,1
152391_201905,0
152395_201905,1
152395_201906,1
152395_201907,1
152398_201907,1
152399_201905,0
152401_201905,0
152402_201907,0
152405_201905,1
152406_201906,1
152408_201907,0
152409_201905,1
152411_201907,0
152412_201906,0
152413_201906,1
152415_201905,1
152415_201907,1
152416_201906,0
152419_201905,1
152420_201907,1
152420_201905,0
152422_201906,0
152424_201906,1
152428_201905,1
152429_201906,0
152433_201905,1
152436_201907,1
152440_201906,0
152442_201905,0
152443_201907,0
152447_201905,1
152448_201906,1
152448_201905,1
152450_201905,0
152452_201906,0
152452_201907,0
152454_201907,0
152454_201905,0
152456_201907,0
152457_201907,1
152459_201905,0
152459_201906,0
152461_201907,0
152461_201905,0
152462_201905,1
152466_201905,1
152469_201907,1
152471_201905,1
152474_201906,0
152474_201905,0
152475_201907,0
152477_201906,1
152478_201905,1
152478_201907,1
152481_201905,1
152485_201907,0
152489_201905,1
152493_201907,1
152497_201906,1
152497_201907,1
152498_201905,1
152499_201905,1
152502_201905,1
152504_201907,0
152506_201906,0
152506_201907,0
152508_201907,0
152510_201905,1
152515_201907,0
152518_201906,1
152519_201907,1
152524_201906,0
152527_201905,1
152527_201906,0
152530_201907,1
152531_201907,1
152533_201906,0
152534_201905,1
152536_201907,1
152537_201905,1
152538_201906,1
152539_201907,0
152540_201906,1
152540_201907,0
152541_201907,1
152541_201906,1
152544_201905,0
152545_201905,1
152545_201907,1
152546_201907,1
152549_201906,1
152550_201905,0
152558_201905,1
152560_201907,0
152561_201907,1
152562_201906,1
152563_201905,1
152568_201907,1
152572_201907,1
152573_201905,1
152575_201905,0
152576_201905,1
152577_201907,0
152579_201906,1
152580_201907,0
152580_201905,1
152582_201907,0
152584_201905,1
152585_201906,1
152585_201907,1
152586_201907,1
152588_201906,1
152591_201906,1
152592_201905,1
152593_201907,0
152594_201905,0
152596_201907,0
152597_201905,0
152603_201905,0
152603_201906,0
152604_201907,1
152608_201906,1
152608_201907,0
152609_201906,0
152610_201905,1
152612_201906,1
152612_201905,1
152613_201907,0
152615_201905,1
152616_201906,0
152620_201906,1
152622_201907,1
152622_201906,1
152622_201905,1
152625_201905,1
152628_201905,0
152628_201907,1
152637_201905,1
152638_201907,1
152640_201906,1
152643_201907,1
152645_201905,1
152649_201907,1
152650_201906,1
152651_201907,0
152657_201907,1
152658_201906,1
152658_201907,1
152659_201906,1
152661_201907,1
152663_201905,1
152663_201906,1
152664_201906,0
152664_201905,1
152665_201906,0
152666_201905,0
152668_201905,1
152669_201907,1
152673_201907,1
152676_201905,1
152676_201906,1
152678_201905,1
152679_201907,0
152683_201906,0
152684_201905,1
152684_201907,1
152684_201906,1
152685_201905,1
152685_201906,1
152686_201906,1
152689_201906,0
152690_201907,0
152698_201907,0
152699_201905,0
152700_201905,0
152701_201906,0
152702_201907,1
152703_201905,1
152704_201907,1
152705_201905,0
152707_201906,1
152709_201906,0
152709_201905,0
152711_201907,1
152712_201906,1
152712_201905,1
152716_201906,1
152717_201906,0
152717_201907,0
152717_201905,0
152718_201907,0
152719_201906,1
152719_201907,1
152720_201907,1
152722_201906,0
152725_201905,1
152725_201907,1
152727_201906,0
152732_201905,1
152733_201907,0
152735_201907,0
152737_201907,0
152740_201907,0
152740_201905,0
152741_201905,1
152743_201905,0
152747_201905,1
152748_201906,1
152749_201905,0
152750_201907,0
152752_201907,0
152755_201905,0
152756_201905,1
152758_201906,0
152761_201906,1
152762_201907,1
152762_201905,1
152766_201906,0
152767_201906,1
152771_201906,0
152773_201905,1
152777_201907,0
152777_201905,0
152779_201905,1
152783_201905,0
152783_201906,0
152783_201907,0
152786_201906,0
152787_201907,0
152788_201905,1
152789_201906,1
152795_201906,0
152796_201906,1
152796_201905,1
152798_201905,0
152799_201906,1
152801_201907,1
152801_201906,1
152801_201905,0
152803_201906,0
152804_201907,0
152805_201906,0
152807_201905,1
152809_201906,1
152813_201907,0
152813_201905,1
152814_201907,1
152814_201906,0
152816_201907,0
152817_201906,1
152827_201907,1
152829_201906,1
152829_201905,1
152831_201907,1
152833_201907,0
152837_201907,0
152837_201906,0
152838_201907,1
152840_201905,1
152841_201907,1
152841_201905,1
152848_201905,1
152853_201906,1
152854_201906,0
152855_201905,0
152858_201905,0
152858_201907,1
152859_201906,0
152859_201907,0
152861_201907,1
152864_201905,1
152865_201907,1
152866_201906,1
152867_201906,1
152868_201906,1
152869_201905,1
152870_201905,0
152870_201907,0
152872_201906,0
152873_201905,0
152873_201906,0
152876_201906,1
152880_201907,1
152882_201906,1
152882_201907,1
152890_201907,1
152890_201906,1
152893_201907,0
152893_201906,0
152895_201906,1
152896_201906,0
152897_201905,1
152897_201907,1
152898_201905,1
152902_201906,1
152904_201906,0
152904_201905,0
152905_201906,1
152906_201907,0
152907_201906,0
152907_201905,0
152907_201907,1
152908_201906,1
152908_201907,1
152912_201905,1
152913_201906,1
152914_201905,1
152915_201907,0
152916_201907,0
152916_201905,1
152919_201905,1
152919_201907,1
152921_201905,1
152923_201907,0
152924_201907,1
152925_201905,0
152926_201906,1
152928_201907,1
152929_201906,1
152930_201907,0
152931_201905,1
152931_201907,1
152933_201907,0
152934_201907,1
152935_201906,0
152936_201907,1
152936_201906,1
152937_201905,0
152940_201905,1
152941_201907,1
152944_201907,0
152947_201905,1
152948_201905,0
152950_201906,0
152951_201906,1
152952_201906,1
152955_201907,0
152955_201906,0
152956_201905,0
152959_201905,0
152959_201906,0
152961_201905,1
152962_201907,1
152963_201906,1
152963_201907,1
152964_201907,1
152966_201907,0
152967_201906,0
152970_201907,0
152974_201905,0
152974_201906,0
152977_201905,0
152977_201907,0
152977_201906,0
152979_201905,1
152981_201906,1
152981_201905,1
152981_201907,1
152983_201906,0
152984_201906,1
152984_201905,0
152986_201906,1
152986_201905,1
152987_201905,0
152988_201905,1
152989_201907,1
152989_201906,1
152990_201907,0
152990_201905,0
152991_201905,1
152993_201907,0
152995_201906,0
152995_201905,0
152997_201905,1
152998_201906,0
152999_201905,1
153000_201905,1
153001_201906,0
153002_201907,1
153005_201907,1
153006_201907,1
153008_201906,1
153009_201906,0
153009_201907,0
153010_201905,1
153011_201906,0
153014_201906,0
153016_201906,1
153016_201907,1
153017_201905,1
153018_201906,0
153020_201907,0
153021_201906,0
153021_201905,1
153023_201906,0
153029_201906,0
153029_201907,0
153032_201907,0
153032_201906,0
153037_201907,0
153037_201905,0
153041_201905,1
153043_201905,1
153043_201906,0
153047_201905,1
153047_201907,0
153049_201906,0
153050_201907,1
153053_201905,1
153058_201907,1
153060_201905,1
153061_201906,1
153062_201906,0
153062_201907,0
153064_201907,0
153064_201906,0
153064_201905,0
153068_201907,0
153072_201907,1
153073_201905,0
153073_201907,0
153075_201907,1
153077_201905,1
153077_201906,1
153078_201907,1
153082_201907,0
153082_201905,0
153085_201907,1
153086_201906,0
153088_201905,1
153089_201905,1
153090_201906,0
153090_201907,0
153092_201905,0
153093_201905,1
153094_201906,1
153095_201907,0
153096_201905,1
153096_201907,0
153096_201906,1
153100_201905,0
153103_201907,0
153104_201905,1
153109_201905,1
153110_201907,1
153113_201907,0
153114_201905,0
153114_201907,1
153115_201905,0
153117_201907,0
153119_201905,1
153122_201905,1
153122_201906,1
153122_201907,1
153123_201906,0
153125_201906,0
153132_201907,1
153133_201907,1
153134_201906,0
153136_201907,1
153143_201906,0
153143_201907,0
153146_201905,0
153147_201906,1
153147_201905,1
153151_201907,0
153152_201907,0
153153_201907,1
153154_201906,1
153156_201906,0
153157_201905,1
153158_201906,0
153160_201907,0
153160_201905,0
153162_201907,1
153164_201905,1
153166_201907,0
153170_201907,1
153170_201905,1
153174_201907,1
153176_201906,1
153179_201907,1
153180_201905,1
153181_201906,1
153184_201907,0
153187_201907,0
153190_201905,1
153191_201906,0
153193_201906,1
153196_201905,1
153197_201906,0
153198_201906,1
153201_201905,1
153202_201905,1
153203_201905,1
153204_201906,1
153205_201907,0
153206_201905,1
153207_201906,0
153208_201907,0
153209_201905,1
153210_201905,1
153211_201907,0
153214_201906,0
153215_201907,1
153217_201907,0
153219_201906,0
153219_201907,0
153220_201907,0
153222_201905,1
153224_201906,0
153226_201907,1
153228_201906,0
153231_201907,1
153231_201905,1
153233_201906,0
153234_201906,1
153235_201907,1
153238_201905,1
153239_201907,1
153241_201905,0
153243_201907,0
153246_201907,0
153249_201906,0
153250_201905,1
153251_201907,0
153252_201905,1
153252_201906,1
153254_201905,1
153256_201906,1
153259_201906,1
153260_201907,1
153261_201905,1
153262_201907,1
153264_201907,0
153266_201906,1
153267_201905,1
153269_201907,1
153269_201906,1
153271_201905,1
153271_201906,1
153271_201907,1
153273_201907,0
153274_201907,1
153274_201906,1
153274_201905,0
153277_201907,1
153277_201905,1
153281_201905,0
153282_201906,1
153284_201906,1
153285_201907,0
153286_201907,1
153287_201906,0
153288_201906,0
153289_201905,0
153290_201907,0
153290_201905,0
153292_201907,1
153292_201906,0
153293_201906,1
153295_201906,1
153296_201905,1
153298_201907,0
153298_201906,0
153299_201907,0
153301_201905,1
153306_201906,1
